actual,column,match_id,predicted
49.0,negative_votes,3215497967,1.0
15.0,negative_votes,3215097220,1.0
9.0,negative_votes,3215312675,1.0
0.997236430645,dire_pos5_courier_kills,3215162338,0.254108220339
0.967831552029,radiant_pos3_gpm,3215181105,0.215277791023
0.986187636852,dire_pos5_kda,3215377994,0.675353765488
7.0,negative_votes,3215271631,1.0
0.915403366089,dire_pos4_gpm,3215289100,0.162800624967
0.915403366089,dire_pos4_gpm,3215279863,0.155206382275
5.0,negative_votes,3215253055,1.0
0.977942168713,radiant_pos1_sentry_uses,3215448302,0.730815529823
0.0236208867282,dire_pos3_gpm,3215416370,0.595808267593
0.243853777647,radiant_pos3_gpm,3215261563,0.536930799484
4.0,negative_votes,3215294948,0.999999940395
0.996014475822,radiant_pos5_kills,3215155134,0.729707717896
0.172037020326,radiant_pos4_gpm,3215350255,0.478152662516
0.765351176262,radiant_pos1_kpm,3215341221,0.473023504019
0.796920537949,radiant_pos2_gpm,3215306187,0.594073414803
0.995038449764,dire_pos4_gpm,3215302636,0.616404891014
0.995248615742,dire_pos5_gpm,3215316820,0.661065816879
0.991396725178,dire_pos3_sentry_uses,3215190109,0.725191056728
0.994378209114,dire_pos2_gpm,3215355847,0.634865164757
0.992697298527,radiant_pos3_kills,3215130854,0.734208106995
0.99599146843,radiant_pos1_kills,3215259897,0.731749773026
0.420948237181,dire_pos1_totalgold,3215394671,0.15580162406
0.853668451309,dire_pos4_deaths,3215152225,0.677466273308
0.97054040432,radiant_pos2_kpm,3215274711,0.548053383827
0.417959868908,dire_pos3_xpm,3215366609,0.140711635351
0.837321698666,radiant_pos2_courier_kills,3215449992,0.687711238861
0.417725324631,radiant_pos2_xpm,3215376405,0.142942205071
0.617924034595,dire_pos5_kpm,3215268540,0.222700610757
0.772488415241,radiant_pos4_kpm,3215420902,0.579163551331
0.720203399658,dire_pos1_hero_heal,3215332931,0.546277999878
0.720203399658,dire_pos1_hero_heal,3215327547,0.547204256058
0.570976436138,dire_pos5_kpm,3215354992,0.277706980705
0.696351587772,dire_pos2_lasthits,3215254939,0.59213912487
0.896779537201,dire_pos5_tower_kills,3215149372,0.706301689148
0.846275269985,radiant_pos1_observer_uses,3215370025,0.688222169876
0.99476057291,dire_pos2_sentry_uses,3215201012,0.0275219380856
0.737460970879,dire_pos3_totalxp,3215272070,0.62419462204
2.0,negative_votes,3215223639,0.999818563461
0.702699840069,dire_pos1_hero_dmg,3215422492,0.599272608757
0.420081436634,radiant_pos1_xpm,3215260456,0.113636702299
0.13533718884,radiant_pos3_sentry_uses,3215354934,0.0243814960122
2.0,negative_votes,3215377592,0.999819636345
2.0,negative_votes,3215445972,0.999818325043
0.992697298527,radiant_pos3_kills,3215101148,0.748484134674
0.776657044888,radiant_pos4_sentry_uses,3215174827,0.654739558697
0.909916877747,dire_pos1_kda,3215384305,0.719197273254
2.0,negative_votes,3215188370,0.999824881554
0.798869907856,radiant_pos1_gpm,3215297782,0.633664250374
0.969771265984,radiant_pos2_observer_uses,3215493515,0.762429237366
0.937321722507,radiant_pos2_courier_kills,3215119808,0.742079615593
2.0,negative_votes,3215360521,0.999828517437
0.856226205826,radiant_pos3_hero_dmg,3215102154,0.698237776756
0.827213168144,dire_pos5_courier_kills,3215271055,0.685905337334
0.895097315311,dire_pos4_neutral_kills,3215403667,0.703518867493
0.615198016167,dire_pos5_hero_dmg,3215217460,0.545550584793
0.797977626324,dire_pos2_observer_uses,3215482564,0.674081087112
0.629718124866,radiant_pos3_totalgold,3215466626,0.548888981342
0.253104865551,dire_pos4_kpm,3215255292,0.120428822935
2.0,negative_votes,3215095789,0.999835729599
0.818443775177,radiant_pos2_sentry_uses,3215108689,0.684196233749
0.696956038475,dire_pos1_tower_kills,3215330831,0.592498421669
0.975764930248,dire_pos5_sentry_uses,3215468550,0.752682745457
0.563008487225,dire_pos5_kpm,3215446132,0.267752528191
0.967219412327,dire_pos5_camps_stacked,3215384555,0.743970155716
0.394760549068,dire_pos2_sentry_uses,3215470445,0.0129799554124
0.794285237789,radiant_pos4_totalgold,3215318005,0.660047650337
0.244760558009,dire_pos2_sentry_uses,3215238829,0.00933570507914
0.741713166237,radiant_pos1_ancient_kills,3215293087,0.634787082672
0.55595266819,radiant_pos1_observer_uses,3215391855,0.510426402092
0.544760584831,dire_pos2_sentry_uses,3215439074,0.0138745252043
0.37085583806,radiant_pos5_kpm,3215401870,0.160997703671
-0.00751994969323,radiant_pos3_sentry_uses,3215440922,0.0856970921159
0.920101225376,radiant_pos3_tower_kills,3215092973,0.727875709534
0.697974145412,radiant_pos1_totalxp,3215369622,0.602606654167
0.971890687943,dire_pos2_observer_uses,3215116689,0.763669371605
2.0,negative_votes,3215236348,0.999839246273
0.992199242115,dire_pos3_courier_kills,3215145375,0.753739476204
0.916322112083,dire_pos5_courier_kills,3215129374,0.735641300678
0.962991654873,dire_pos1_kda,3215199686,0.74735057354
0.647501409054,dire_pos2_tower_kills,3215481084,0.575795948505
0.456765770912,radiant_pos3_sentry_uses,3215191852,0.092545107007
0.683286488056,dire_pos2_totalgold,3215459217,0.591704368591
0.44329610467,dire_pos3_deaths,3215189407,0.400736361742
0.976650416851,radiant_pos3_abandons,3215462703,0.945161640644
0.793942987919,radiant_pos3_observer_uses,3215113055,0.66905683279
0.301753073931,dire_pos2_kpm,3215469573,0.0871158912778
2.0,negative_votes,3215428974,0.999840378761
0.579791426659,dire_pos1_deaths,3215323020,0.525745809078
0.627425253391,dire_pos3_totalxp,3215169878,0.55195081234
0.569742441177,radiant_pos1_courier_kills,3215359797,0.515821874142
0.815855741501,dire_pos5_observer_uses,3215419225,0.684411287308
0.747501373291,dire_pos2_tower_kills,3215221028,0.641734421253
0.70184803009,dire_pos4_observer_uses,3215488213,0.612954616547
2.0,negative_votes,3215198158,0.999841928482
0.211427226663,dire_pos2_sentry_uses,3215275453,0.0639889016747
0.495823055506,radiant_pos5_tower_kills,3215204587,0.40095937252
0.916026055813,dire_pos1_kda,3215260718,0.728827536106
0.468846797943,dire_pos5_kpm,3215153289,0.133879959583
0.857522428036,dire_pos5_observer_uses,3215120631,0.705988645554
0.549140930176,radiant_pos1_kpm,3215400918,0.381978839636
0.821848034859,dire_pos4_observer_uses,3215119120,0.686398625374
0.864837348461,dire_pos3_hero_dmg,3215419414,0.699663758278
0.26206406951,dire_pos2_kpm,3215443584,0.0949185490608
0.36064556241,dire_pos5_kpm,3215276839,0.182072758675
0.844838380814,radiant_pos4_lasthits,3215464545,0.687634289265
0.75449937582,dire_pos2_observer_uses,3215118187,0.656931877136
0.872772753239,radiant_pos2_ancient_kills,3215247802,0.709609687328
0.335388630629,radiant_pos1_kpm,3215343954,0.222229227424
0.242480054498,radiant_pos3_sentry_uses,3215145695,0.0218149702996
0.544760584831,dire_pos2_sentry_uses,3215365977,0.00683532655239
0.410784333944,dire_pos5_kpm,3215162352,0.169423878193
0.906977891922,radiant_pos1_lasthits,3215344482,0.718938350677
0.690056860447,radiant_pos4_kpm,3215166724,0.53588783741
0.9763635993,radiant_pos1_abandons,3215457284,0.942499518394
0.66754335165,dire_pos3_hero_dmg,3215144772,0.585307955742
0.464876413345,radiant_pos4_kpm,3215254006,0.401370257139
0.833407640457,radiant_pos2_observer_uses,3215471576,0.701121747494
0.847501397133,dire_pos2_ancient_kills,3215267691,0.699512124062
0.624984741211,dire_pos4_lasthits,3215203102,0.553633272648
0.6520139575,radiant_pos1_totalgold,3215460086,0.571994900703
0.224622905254,radiant_pos3_sentry_uses,3215132768,0.045014321804
0.97657430172,dire_pos3_abandons,3215444643,0.941740632057
0.552640795708,radiant_pos5_totalgold,3215327292,0.494010776281
0.825758516788,dire_pos3_hero_dmg,3215107898,0.678541898727
